CompetitionID,SessionID,GameID,TeamID,EndID,Result,PowerPlay,MatchID,PowerPlayUsed,TeamID1,TeamID2,OppTeamID,TeamScoreBeforeEnd,OppScoreBeforeEnd,ScoreDiffBeforeEnd,ScoreBucket,ResultBin,IsOvertime
0,11,3,24,2,1,,0-11-3,0,24,43,43.0,3,0,3,Up2+,1,0
0,11,3,24,3,0,,0-11-3,0,24,43,43.0,4,0,4,Up2+,0,0
0,11,3,24,4,1,,0-11-3,0,24,43,43.0,4,1,3,Up2+,1,0
0,11,3,24,5,0,,0-11-3,0,24,43,43.0,5,1,4,Up2+,0,0
0,11,3,24,6,1,,0-11-3,0,24,43,43.0,5,4,1,Up1,1,0
0,11,3,24,7,1,,0-11-3,0,24,43,43.0,6,4,2,Up2+,1,0
0,11,3,24,8,1,,0-11-3,0,24,43,43.0,7,4,3,Up2+,1,0
0,11,3,43,1,0,,0-11-3,0,24,43,24.0,0,0,0,Tied,0,0
0,11,3,43,2,0,,0-11-3,0,24,43,24.0,0,3,-3,Down2+,0,0
0,11,3,43,3,1,,0-11-3,0,24,43,24.0,0,4,-4,Down2+,1,0
0,11,3,43,4,0,,0-11-3,0,24,43,24.0,1,4,-3,Down2+,0,0
0,11,3,43,5,3,2.0,0-11-3,1,24,43,24.0,1,5,-4,Down2+,3+,0
0,11,3,43,6,0,,0-11-3,0,24,43,24.0,4,5,-1,Down1,0,0
0,11,3,43,7,0,,0-11-3,0,24,43,24.0,4,6,-2,Down2+,0,0
0,11,3,43,8,0,,0-11-3,0,24,43,24.0,4,7,-3,Down2+,0,0
0,11,4,10,1,0,,0-11-4,0,10,22,22.0,0,0,0,Tied,0,0
0,11,4,10,2,1,,0-11-4,0,10,22,22.0,0,1,-1,Down1,1,0
0,11,4,10,3,0,,0-11-4,0,10,22,22.0,1,1,0,Tied,0,0
0,11,4,10,4,1,,0-11-4,0,10,22,22.0,1,2,-1,Down1,1,0
0,11,4,10,5,1,,0-11-4,0,10,22,22.0,2,2,0,Tied,1,0
0,11,4,10,6,0,,0-11-4,0,10,22,22.0,3,2,1,Up1,0,0
0,11,4,10,7,0,2.0,0-11-4,1,10,22,22.0,3,4,-1,Down1,0,0
0,11,4,10,8,2,,0-11-4,0,10,22,22.0,3,5,-2,Down2+,2,0
0,11,4,10,9,2,,0-11-4,0,10,22,22.0,5,5,0,Tied,2,1
0,11,4,22,1,1,,0-11-4,0,10,22,10.0,0,0,0,Tied,1,0
0,11,4,22,2,0,,0-11-4,0,10,22,10.0,1,0,1,Up1,0,0
0,11,4,22,3,1,,0-11-4,0,10,22,10.0,1,1,0,Tied,1,0
0,11,4,22,4,0,,0-11-4,0,10,22,10.0,2,1,1,Up1,0,0
0,11,4,22,5,0,,0-11-4,0,10,22,10.0,2,2,0,Tied,0,0
0,11,4,22,6,2,2.0,0-11-4,1,10,22,10.0,2,3,-1,Down1,2,0
0,11,4,22,7,1,,0-11-4,0,10,22,10.0,4,3,1,Up1,1,0
0,11,4,22,8,0,,0-11-4,0,10,22,10.0,5,3,2,Up2+,0,0
0,11,4,22,9,0,,0-11-4,0,10,22,10.0,5,5,0,Tied,0,1
0,12,1,10,1,0,,0-12-1,0,10,46,46.0,0,0,0,Tied,0,0
0,12,1,10,2,0,,0-12-1,0,10,46,46.0,0,3,-3,Down2+,0,0
0,12,1,10,3,0,2.0,0-12-1,1,10,46,46.0,0,5,-5,Down2+,0,0
0,12,1,10,4,0,,0-12-1,0,10,46,46.0,0,6,-6,Down2+,0,0
0,12,1,10,5,4,,0-12-1,0,10,46,46.0,0,7,-7,Down2+,3+,0
0,12,1,10,6,0,,0-12-1,0,10,46,46.0,4,7,-3,Down2+,0,0
0,12,1,10,7,3,,0-12-1,0,10,46,46.0,4,8,-4,Down2+,3+,0
0,12,1,10,8,1,,0-12-1,0,10,46,46.0,7,8,-1,Down1,1,0
0,12,1,10,9,0,,0-12-1,0,10,46,46.0,8,8,0,Tied,0,1
0,12,1,46,1,3,,0-12-1,0,10,46,10.0,0,0,0,Tied,3+,0
0,12,1,46,2,2,,0-12-1,0,10,46,10.0,3,0,3,Up2+,2,0
0,12,1,46,3,1,,0-12-1,0,10,46,10.0,5,0,5,Up2+,1,0
0,12,1,46,4,1,,0-12-1,0,10,46,10.0,6,0,6,Up2+,1,0
0,12,1,46,5,0,,0-12-1,0,10,46,10.0,7,0,7,Up2+,0,0
0,12,1,46,6,1,,0-12-1,0,10,46,10.0,7,4,3,Up2+,1,0
0,12,1,46,7,0,,0-12-1,0,10,46,10.0,8,4,4,Up2+,0,0
0,12,1,46,8,0,1.0,0-12-1,1,10,46,10.0,8,7,1,Up1,0,0
0,12,1,46,9,2,,0-12-1,0,10,46,10.0,8,8,0,Tied,2,1
0,12,2,19,1,2,,0-12-2,0,24,19,24.0,0,0,0,Tied,2,0
0,12,2,19,2,0,,0-12-2,0,24,19,24.0,2,0,2,Up2+,0,0
0,12,2,19,3,0,,0-12-2,0,24,19,24.0,2,1,1,Up1,0,0
0,12,2,19,4,0,,0-12-2,0,24,19,24.0,2,2,0,Tied,0,0
0,12,2,19,5,3,,0-12-2,0,24,19,24.0,2,3,-1,Down1,3+,0
0,12,2,19,6,0,,0-12-2,0,24,19,24.0,5,3,2,Up2+,0,0
0,12,2,19,7,3,2.0,0-12-2,1,24,19,24.0,5,8,-3,Down2+,3+,0
0,12,2,19,8,0,,0-12-2,0,24,19,24.0,8,8,0,Tied,0,0
0,12,2,24,1,0,,0-12-2,0,24,19,19.0,0,0,0,Tied,0,0
0,12,2,24,2,1,,0-12-2,0,24,19,19.0,0,2,-2,Down2+,1,0
0,12,2,24,3,1,,0-12-2,0,24,19,19.0,1,2,-1,Down1,1,0
0,12,2,24,4,1,,0-12-2,0,24,19,19.0,2,2,0,Tied,1,0
0,12,2,24,5,0,,0-12-2,0,24,19,19.0,3,2,1,Up1,0,0
0,12,2,24,6,5,2.0,0-12-2,1,24,19,19.0,3,5,-2,Down2+,3+,0
0,12,2,24,7,0,,0-12-2,0,24,19,19.0,8,5,3,Up2+,0,0
0,12,2,24,8,4,,0-12-2,0,24,19,19.0,8,8,0,Tied,3+,0
0,12,3,18,1,3,,0-12-3,0,18,20,20.0,0,0,0,Tied,3+,0
0,12,3,18,2,0,,0-12-3,0,18,20,20.0,3,0,3,Up2+,0,0
0,12,3,18,3,0,,0-12-3,0,18,20,20.0,3,1,2,Up2+,0,0
0,12,3,18,4,1,,0-12-3,0,18,20,20.0,3,2,1,Up1,1,0
0,12,3,18,5,0,,0-12-3,0,18,20,20.0,4,2,2,Up2+,0,0
0,12,3,18,6,1,,0-12-3,0,18,20,20.0,4,3,1,Up1,1,0
0,12,3,18,7,0,,0-12-3,0,18,20,20.0,5,3,2,Up2+,0,0
0,12,3,18,8,1,1.0,0-12-3,1,18,20,20.0,5,5,0,Tied,1,0
0,12,3,20,1,0,,0-12-3,0,18,20,18.0,0,0,0,Tied,0,0
0,12,3,20,2,1,,0-12-3,0,18,20,18.0,0,3,-3,Down2+,1,0
0,12,3,20,3,1,,0-12-3,0,18,20,18.0,1,3,-2,Down2+,1,0
0,12,3,20,4,0,,0-12-3,0,18,20,18.0,2,3,-1,Down1,0,0
0,12,3,20,5,1,,0-12-3,0,18,20,18.0,2,4,-2,Down2+,1,0
0,12,3,20,6,0,,0-12-3,0,18,20,18.0,3,4,-1,Down1,0,0
0,12,3,20,7,2,2.0,0-12-3,1,18,20,18.0,3,5,-2,Down2+,2,0
0,12,3,20,8,0,,0-12-3,0,18,20,18.0,5,5,0,Tied,0,0
0,12,4,17,1,1,,0-12-4,0,17,27,27.0,0,0,0,Tied,1,0
0,12,4,17,2,1,,0-12-4,0,17,27,27.0,1,0,1,Up1,1,0
0,12,4,17,3,0,,0-12-4,0,17,27,27.0,2,0,2,Up2+,0,0
0,12,4,17,4,1,,0-12-4,0,17,27,27.0,2,1,1,Up1,1,0
0,12,4,17,5,1,,0-12-4,0,17,27,27.0,3,1,2,Up2+,1,0
0,12,4,17,6,0,,0-12-4,0,17,27,27.0,4,1,3,Up2+,0,0
0,12,4,17,7,2,2.0,0-12-4,1,17,27,27.0,4,2,2,Up2+,2,0
0,12,4,17,8,9,,0-12-4,0,17,27,27.0,6,2,4,Up2+,3+,0
0,12,4,27,1,0,,0-12-4,0,17,27,17.0,0,0,0,Tied,0,0
0,12,4,27,2,0,,0-12-4,0,17,27,17.0,0,1,-1,Down1,0,0
0,12,4,27,3,1,,0-12-4,0,17,27,17.0,0,2,-2,Down2+,1,0
0,12,4,27,4,0,,0-12-4,0,17,27,17.0,1,2,-1,Down1,0,0
0,12,4,27,5,0,,0-12-4,0,17,27,17.0,1,3,-2,Down2+,0,0
0,12,4,27,6,1,1.0,0-12-4,1,17,27,17.0,1,4,-3,Down2+,1,0
0,12,4,27,7,0,,0-12-4,0,17,27,17.0,2,4,-2,Down2+,0,0
0,12,4,27,8,9,,0-12-4,0,17,27,17.0,2,6,-4,Down2+,3+,0
0,13,1,17,1,1,,0-13-1,0,18,17,18.0,0,0,0,Tied,1,0
0,13,1,17,2,1,,0-13-1,0,18,17,18.0,1,0,1,Up1,1,0
0,13,1,17,3,0,,0-13-1,0,18,17,18.0,2,0,2,Up2+,0,0
0,13,1,17,4,1,,0-13-1,0,18,17,18.0,2,1,1,Up1,1,0
0,13,1,17,5,0,,0-13-1,0,18,17,18.0,3,1,2,Up2+,0,0
0,13,1,17,6,2,2.0,0-13-1,1,18,17,18.0,3,3,0,Tied,2,0
0,13,1,17,7,0,,0-13-1,0,18,17,18.0,5,3,2,Up2+,0,0
0,13,1,17,8,1,,0-13-1,0,18,17,18.0,5,5,0,Tied,1,0
0,13,1,18,1,0,,0-13-1,0,18,17,17.0,0,0,0,Tied,0,0
0,13,1,18,2,0,,0-13-1,0,18,17,17.0,0,1,-1,Down1,0,0
0,13,1,18,3,1,,0-13-1,0,18,17,17.0,0,2,-2,Down2+,1,0
0,13,1,18,4,0,,0-13-1,0,18,17,17.0,1,2,-1,Down1,0,0
0,13,1,18,5,2,,0-13-1,0,18,17,17.0,1,3,-2,Down2+,2,0
0,13,1,18,6,0,,0-13-1,0,18,17,17.0,3,3,0,Tied,0,0
0,13,1,18,7,2,2.0,0-13-1,1,18,17,17.0,3,5,-2,Down2+,2,0
0,13,1,18,8,0,,0-13-1,0,18,17,17.0,5,5,0,Tied,0,0
0,13,2,10,1,0,,0-13-2,0,10,24,24.0,0,0,0,Tied,0,0
0,13,2,10,2,2,,0-13-2,0,10,24,24.0,0,1,-1,Down1,2,0
0,13,2,10,3,0,,0-13-2,0,10,24,24.0,2,1,1,Up1,0,0
0,13,2,10,4,0,,0-13-2,0,10,24,24.0,2,2,0,Tied,0,0
0,13,2,10,5,2,,0-13-2,0,10,24,24.0,2,4,-2,Down2+,2,0
0,13,2,10,6,0,,0-13-2,0,10,24,24.0,4,4,0,Tied,0,0
0,13,2,10,7,3,1.0,0-13-2,1,10,24,24.0,4,5,-1,Down1,3+,0
0,13,2,10,8,0,,0-13-2,0,10,24,24.0,7,5,2,Up2+,0,0
0,13,2,10,9,0,,0-13-2,0,10,24,24.0,7,7,0,Tied,0,1
0,13,2,24,1,1,,0-13-2,0,10,24,10.0,0,0,0,Tied,1,0
0,13,2,24,2,0,,0-13-2,0,10,24,10.0,1,0,1,Up1,0,0
0,13,2,24,3,1,,0-13-2,0,10,24,10.0,1,2,-1,Down1,1,0
0,13,2,24,4,2,,0-13-2,0,10,24,10.0,2,2,0,Tied,2,0
0,13,2,24,5,0,,0-13-2,0,10,24,10.0,4,2,2,Up2+,0,0
0,13,2,24,6,1,,0-13-2,0,10,24,10.0,4,4,0,Tied,1,0
0,13,2,24,7,0,,0-13-2,0,10,24,10.0,5,4,1,Up1,0,0
0,13,2,24,8,2,2.0,0-13-2,1,10,24,10.0,5,7,-2,Down2+,2,0
0,13,2,24,9,1,,0-13-2,0,10,24,10.0,7,7,0,Tied,1,1
0,13,3,20,1,0,,0-13-3,0,20,27,27.0,0,0,0,Tied,0,0
0,13,3,20,2,1,,0-13-3,0,20,27,27.0,0,3,-3,Down2+,1,0
0,13,3,20,3,0,,0-13-3,0,20,27,27.0,1,3,-2,Down2+,0,0
0,13,3,20,4,0,,0-13-3,0,20,27,27.0,1,4,-3,Down2+,0,0
0,13,3,20,5,2,2.0,0-13-3,1,20,27,27.0,1,5,-4,Down2+,2,0
0,13,3,20,6,1,,0-13-3,0,20,27,27.0,3,5,-2,Down2+,1,0
0,13,3,20,7,0,,0-13-3,0,20,27,27.0,4,5,-1,Down1,0,0
0,13,3,20,8,0,,0-13-3,0,20,27,27.0,4,6,-2,Down2+,0,0
0,13,3,27,1,3,,0-13-3,0,20,27,20.0,0,0,0,Tied,3+,0
0,13,3,27,2,0,,0-13-3,0,20,27,20.0,3,0,3,Up2+,0,0
0,13,3,27,3,1,,0-13-3,0,20,27,20.0,3,1,2,Up2+,1,0
0,13,3,27,4,1,,0-13-3,0,20,27,20.0,4,1,3,Up2+,1,0
0,13,3,27,5,0,,0-13-3,0,20,27,20.0,5,1,4,Up2+,0,0
0,13,3,27,6,0,,0-13-3,0,20,27,20.0,5,3,2,Up2+,0,0
0,13,3,27,7,1,1.0,0-13-3,1,20,27,20.0,5,4,1,Up1,1,0
0,13,3,27,8,2,,0-13-3,0,20,27,20.0,6,4,2,Up2+,2,0
0,13,4,22,1,0,,0-13-4,0,22,43,43.0,0,0,0,Tied,0,0
0,13,4,22,2,1,,0-13-4,0,22,43,43.0,0,1,-1,Down1,1,0
0,13,4,22,3,0,,0-13-4,0,22,43,43.0,1,1,0,Tied,0,0
0,13,4,22,4,0,,0-13-4,0,22,43,43.0,1,4,-3,Down2+,0,0
0,13,4,22,5,0,2.0,0-13-4,1,22,43,43.0,1,5,-4,Down2+,0,0
0,13,4,22,6,4,,0-13-4,0,22,43,43.0,1,6,-5,Down2+,3+,0
0,13,4,22,7,1,,0-13-4,0,22,43,43.0,5,6,-1,Down1,1,0
0,13,4,22,8,2,,0-13-4,0,22,43,43.0,6,6,0,Tied,2,0
0,13,4,43,1,1,,0-13-4,0,22,43,22.0,0,0,0,Tied,1,0
0,13,4,43,2,0,,0-13-4,0,22,43,22.0,1,0,1,Up1,0,0
0,13,4,43,3,3,,0-13-4,0,22,43,22.0,1,1,0,Tied,3+,0
0,13,4,43,4,1,,0-13-4,0,22,43,22.0,4,1,3,Up2+,1,0
0,13,4,43,5,1,,0-13-4,0,22,43,22.0,5,1,4,Up2+,1,0
0,13,4,43,6,0,,0-13-4,0,22,43,22.0,6,1,5,Up2+,0,0
0,13,4,43,7,0,2.0,0-13-4,1,22,43,22.0,6,5,1,Up1,0,0
0,13,4,43,8,0,,0-13-4,0,22,43,22.0,6,6,0,Tied,0,0
0,2,1,43,1,1,,0-2-1,0,46,43,46.0,0,0,0,Tied,1,0
0,2,1,43,2,0,,0-2-1,0,46,43,46.0,1,0,1,Up1,0,0
0,2,1,43,3,2,,0-2-1,0,46,43,46.0,1,1,0,Tied,2,0
0,2,1,43,4,0,,0-2-1,0,46,43,46.0,3,1,2,Up2+,0,0
0,2,1,43,5,1,,0-2-1,0,46,43,46.0,3,1,2,Up2+,1,0
0,2,1,43,6,0,,0-2-1,0,46,43,46.0,4,1,3,Up2+,0,0
0,2,1,43,7,2,1.0,0-2-1,1,46,43,46.0,4,4,0,Tied,2,0
0,2,1,43,8,0,,0-2-1,0,46,43,46.0,6,4,2,Up2+,0,0
0,2,1,46,1,0,,0-2-1,0,46,43,43.0,0,0,0,Tied,0,0
0,2,1,46,2,1,,0-2-1,0,46,43,43.0,0,1,-1,Down1,1,0
0,2,1,46,3,0,,0-2-1,0,46,43,43.0,1,1,0,Tied,0,0
0,2,1,46,4,0,,0-2-1,0,46,43,43.0,1,3,-2,Down2+,0,0
